"V1"	"V2"	"V3"
0.294782175376726	0.848033257384811	0.429088317941916
0.40153497035779	0.751254207575835	0.326478378357642
0.885538386623882	0.557007168157815	0.77658578999097
0.908091567819303	0.593273123020551	0.657856512043796
0.464101154238215	0.618904494227366	0.717585507654236
0.523065840565023	0.122581997083744	0.180922416166
0.152139558636849	0.5324847469781	0.155849225684973
0.711901980702781	0.406675327933671	0.760289464360452
0.391372612564242	0.211152526618248	0.966785883543031
0.439208920037196	0.714946500599577	0.615158699289244
0.139074792632433	0.227497315666888	0.900037986630666
0.393569269082157	0.781918601172806	0.690514641670419
0.0929864859738696	0.71240744189774	0.443482586834475
0.290284877935199	0.0174020529867251	0.0195484874083254
0.158666781716098	0.351755219568375	0.537863621683308
0.111063353735483	0.0463235793270923	0.147678797653992
0.642639290115224	0.342533249350037	0.269824265564423
0.123513426255765	0.256239526025527	0.0714557861314389
0.7652141306452	0.907735251770302	0.975220199999659
0.113671265515996	0.836487138332386	0.80514254624242
0.180042633047016	0.711481564674558	0.243996915718558
0.591060721765076	0.609337891893275	0.465694411489629
0.0323375633807712	0.416461424281413	0.138760585526961
0.00252443137315406	0.101781764079863	0.000982763967882105
0.867171121180402	0.947402154734992	0.811071350488308
0.227818568732948	0.46898334696311	0.73106469299487
0.675040217630714	0.0425716627641566	0.701100689826266
0.964767345733855	0.0319834302961588	0.137937009287249
0.470479935352077	0.0948791695853557	0.135194414284799
0.274686898260804	0.832016704782591	0.407733025285734
0.896225837336713	0.28762593128658	0.411085996873321
0.695714931856289	0.00707671602163995	0.0911115943599452
0.419914336780261	0.785900694265906	0.717161542699511
0.0997147183737013	0.256043374353483	0.162520128187349
0.36840135889808	0.602656258057245	0.428548293201518
0.594201435577453	0.148585498624032	0.6440893397912
0.892702616233781	0.153550616121767	0.212415926762494
0.350444595030965	0.345508249492076	0.248255791669511
0.143943324995849	0.246977603408442	0.840633102725442
0.309554304671501	0.406786952219112	0.189051384358083
0.383985375391508	0.220395810096609	0.132484531180658
0.248403840441984	0.807554112187555	0.628761711147373
0.9657723096294	0.0761769441298497	0.763585864464712
0.706002202191868	0.0989746875703149	0.123593841316984
0.333515653060473	0.00575531675432472	0.00472206048904211
0.155772342562761	0.348548490882411	0.230795683896462
0.267051270939413	0.97160762203941	0.328583697607746
0.410676148344178	0.803241036274646	0.632463613210794
0.130386695989839	0.346812851894607	0.908907402384413
0.602934475201845	0.656926386639946	0.997142266651505
0.398548622546052	0.310418914467324	0.169445226952232
0.000759501427201492	0.0247797066608628	0.000279579230060722
0.031827611299071	0.657231118306403	0.284048294793995
0.667902550141062	0.339056751945197	0.683448268149927
0.0749756947644699	0.559035239747098	0.0660390412276228
0.0389137667513026	0.00421232714335518	0.000526347940564831
0.0702211262030503	0.138408894080812	0.0159859171583752
0.312480908951148	0.0624127799900345	0.0457129174810171
0.0780610199457212	0.674811273006847	0.271462831323654
0.29258339750401	0.728434047114023	0.57644116770876
0.137982709147387	0.227653282856554	0.0680613881378411
0.908310406542908	0.721241028897726	0.772521672732797
0.493957501573463	0.485149341920203	0.973768186095392
0.0544769486247713	0.0284215173271363	0.0159783136735225
0.700421053434084	0.0964273355611511	0.380832756635499
0.00648229774538156	0.0102467553680428	6.88723845982953e-05
0.504912697589547	0.0213653685798533	0.0206316109326898
0.818214554360537	0.391780303971367	0.544624551420958
0.0100779608691008	0.0488824403158301	0.00180630099377899
0.222754199683139	0.027370551592281	0.018486810004726
0.157188160177148	0.38462121262544	0.413431251278805
0.640932055040978	0.224476407161426	0.51429505755745
0.00320556466494293	0.0420414868600552	0.00767350139105227
0.125734388522464	0.625522289002681	0.249059549969343
0.86778996496326	0.421218758581625	0.567119584067192
0.433701468336117	0.417184342465715	0.986219699194317
0.162249635574393	0.549452865754076	0.190912410813563
0.442060352948805	0.610415247604969	0.578532212490046
0.0313268998606485	9.71188303705572e-05	5.57130206417789e-05
0.303961511633598	0.0491172218779012	0.0437012323568635
0.764664179057435	0.238735208453865	0.522446612837511
0.0107759683636548	0.342457957726439	0.045451562186348
0.208308074903028	0.751875143858733	0.625551072698015
0.772692290315414	0.0175004320734682	0.394465645586264
0.102392346183399	0.281678778709376	0.365446468790093
0.0183214048578096	0.22953490468379	0.575166740038154
0.0297286150785482	0.0046364922574833	0.000499611940272704
0.834107739610875	0.0797601636128824	0.280946543508984
0.841546865886145	0.000305618573556377	0.00484629072700349
0.0309726549916098	0.019977216139991	0.00188564019443105
0.848624504280148	0.310314729454268	0.375309967959403
0.0930588871142087	0.0237016697333885	0.0110537364848539
0.347400506907092	0.670514799137717	0.327987263448013
0.346084194379768	0.43232161097738	0.454607548889953
0.767946448136183	0.359360256833682	0.724560549578809
0.753691692109795	0.333054942929674	0.358674618072723
0.502631568701931	0.576413675479785	0.621274544008733
0.173105077866661	0.656454458942893	0.296087111630397
0.0304435574626778	0.0172109219764143	0.00224788890163241
0.307164493285342	0.877597561317096	0.359960764356208
0.708888924526381	0.873193953133883	0.656344913810838
0.731284500713975	0.648538849938818	0.946271559098555
0.343843670591082	0.0444380455540226	0.042140907412541
0.591849142136624	0.170241925186026	0.303409999685251
0.595768610642856	0.0928994644295842	0.493032984387647
0.522853989207874	0.252334955345365	0.15395301750205
0.239677795286057	0.268238891010151	0.929035103613964
0.176186524129574	0.726422517394289	0.186365616382449
0.166589984418065	0.285976315584397	0.807783898361987
0.283077625769056	0.00641396774922698	0.0119294032236645
0.607917599823411	0.491782375119678	0.430033120816061
0.139985617586002	0.345682955701354	0.125319522970196
0.510584294784005	0.463875267941487	0.666587741757602
0.469536965407888	0.277513086311712	0.149298459052333
0.525979095863325	0.56988079103279	0.762918967956949
0.105270395002257	0.290669141264976	0.0746165100938861
0.94856978740062	0.265396456023231	0.479317506516994
0.104484242381361	0.322588689820603	0.0786385861822111
0.0116139383408647	0.867754801066666	0.229833334157453
0.556396965654902	0.271135344317595	0.230786632176719
0.612983468896902	0.0758265558769574	0.331198444474157
0.542765425685703	0.09198778300544	0.588750649671601
0.727833729482712	0.661519851172834	0.901570299268253
0.39854357745321	0.0968619976189884	0.242316861765987
0.550868845647946	0.623050423337485	0.822082898704894
0.406172884181282	0.598812314535616	0.948871600952332
0.073776860283894	0.837578363646208	0.236622502362127
0.63719857577754	0.74908752912626	0.751876095235397
0.0256825424617367	0.210675155721303	0.0239448718312256
0.527128195339932	0.122777932849905	0.0887668152908747
0.519109701226141	0.538068026317906	0.856776248252843
0.082133375802574	0.481860652674204	0.122601945206019
0.0685710072183342	0.0586765371320943	0.00723603819237439
0.426052307392415	0.254857594568808	0.882526562281539
0.0646712931032827	0.144039946974349	0.996907497478462
0.735855116036259	0.97561743509883	0.994669424983793
0.171281409669551	0.874465445088406	0.303986680989364
0.192026422804152	0.329201397196137	0.879231355766982
0.144632796947516	0.544165222309055	0.174618848232236
0.11757090910467	0.149323269722676	0.0995540696929103
0.487970019344619	0.306599720708974	0.202489419710842
0.581668962091096	0.00855047408894016	0.252992218394158
0.228503525430711	0.0487343115755043	0.102055067119888
0.396124880525653	0.702995302691225	0.34647882592707
0.754812770952697	0.475917717034287	0.568722554573593
0.600519680002257	0.0949287740058417	0.307340100289053
0.855354884827586	0.43744004918638	0.610337365162755
0.916492911792418	0.872291733790237	0.934984798520544
0.00947086792876539	0.101652323346309	0.10800414607773
0.100192109264684	0.934149773755015	0.232867872106464
0.814474281317701	0.289815701893052	0.949252718018684
0.00759875881649996	0.188775849197944	0.140383825734828
0.217260082008216	0.99894563305243	0.264714985470759
0.313511928315684	0.773259033699033	0.631024242782428
0.712481562802504	0.81431604724204	0.980352823856014
0.885149973972626	0.432279359321731	0.927686385544978
0.0756224536694386	0.00590244562096665	0.0251586277672373
0.727962509220274	0.513674505038678	0.841509266572256
0.131524348083165	0.208434366648873	0.0522899565748305
0.895992128666639	0.278288570897631	0.759844193358925
